,ts_code,ann_date,f_ann_date,comp_type,net_profit,finan_exp,free_cashflow,im_net_cashflow_oper_act
396,300405.SZ,20190425,20190425,1,,,-107910268.81,
397,300405.SZ,20190425,20190425,1,-101586120.38,33570419.41,,255062703.58
398,300405.SZ,20190425,20190425,1,-101586120.38,33570419.41,243219700.55,255062703.58
399,300387.SZ,20190419,20190419,1,,,24841045.33,
400,300387.SZ,20190419,20190419,1,60304160.8,5830031.13,-160385297.0356,58409987.14
401,300378.SZ,20190426,20190426,1,,,,
402,300378.SZ,20190327,20190327,1,80444640.29,1843070.92,86588612.0537,128349182.58
403,002773.SZ,20190430,20190430,1,,,,
404,002773.SZ,20190430,20190430,1,,,-657921622.5478,
405,002773.SZ,20190429,20190429,1,694943801.74,-3184327.46,,350884404.93
406,002773.SZ,20190429,20190429,1,694943801.74,-3184327.46,-267040595.7662,350884404.93
407,300390.SZ,20190423,20190423,1,,,,
408,300390.SZ,20190423,20190423,1,,,-11853318.75,
409,300390.SZ,20190423,20190423,1,53225937.65,-306139.66,,117535230.93
410,300390.SZ,20190423,20190423,1,53225937.65,-306139.66,59346635.4633,117535230.93
411,603099.SH,20190425,20190425,1,,,,
412,603099.SH,20190328,20190328,1,67629928.01,2149670.31,57672154.4375,100092274.69
413,603111.SH,20190430,20190430,1,,,-100658161.1307,
414,603111.SH,20190430,20190430,1,-3189384959.44,9174703.14,-1144391602.9,-330332811.84
415,002166.SZ,20190429,20190429,1,,,,
416,002166.SZ,20190429,20190429,1,,,-150200581.97,
417,002166.SZ,20190420,20190420,1,81552400.86,10744320.04,-206876700.005,-84258785.79
418,002360.SZ,20190427,20190427,1,,,-42243401.5,
419,002360.SZ,20190402,20190402,1,141551162.1,2407700.08,37314358.3144,203661618.59
420,002281.SZ,20190427,20190427,1,,,,
421,002281.SZ,20190427,20190427,1,,,2618476.8,
422,002281.SZ,20190427,20190427,1,309730660.45,-10435456.78,,283432121.4
423,002281.SZ,20190427,20190427,1,309730660.45,-10435456.78,8467722.3615,283432121.4
424,002867.SZ,20190429,20190429,1,,,,
425,002867.SZ,20190429,20190429,1,,,-311101815.99,
426,002867.SZ,20190423,20190423,1,806112919.84,21595450.61,108247330.2472,366578710.63
427,300580.SZ,20190427,20190427,1,,,6521088.88,
428,300580.SZ,20190410,20190410,1,158778554.4,-561952.52,45953041.544,137717641.4
429,300578.SZ,20190429,20190429,1,,,,
430,300578.SZ,20190429,20190429,1,,,106136594.31,
431,300578.SZ,20190426,20190426,1,16130686.36,-1121728.98,15577402.5999,39902574.58
432,300571.SZ,20190426,20190426,1,,,-6284462.03,
433,300571.SZ,20190426,20190426,1,221677434.0,3406614.61,176903959.7541,182502659.66
434,300598.SZ,20190429,20190429,1,,,,
435,300598.SZ,20190419,20190419,1,14622387.75,103.54,,-58277100.51
436,300598.SZ,20190419,20190419,1,14622387.75,103.54,-105785307.37,-58277100.51
437,603839.SH,20190426,20190426,1,,,119727130.34,
438,603839.SH,20190426,20190426,1,281007027.63,570179.09,318328390.7195,95095141.62
439,603165.SH,20190427,20190427,1,,,-36356473.49,
440,603165.SH,20190323,20190323,1,207972626.27,1268813.77,294777129.6175,331994752.55
441,603360.SH,20190427,20190427,1,,,-31230905.14,
442,603360.SH,20190427,20190427,1,145064930.83,1071440.4,145091311.2507,135131582.68
443,603032.SH,20190430,20190430,1,,,-57018140.2572,
444,603032.SH,20190424,20190424,1,258659680.73,-1171.74,65932193.1042,-11840581.26
445,300597.SZ,20190425,20190425,1,,,-26636833.11,
446,300597.SZ,20190425,20190425,1,43882085.71,16558.49,-51621890.4878,14739236.49
447,603908.SH,20190430,20190430,1,,,2221057.845,
448,603908.SH,20190430,20190430,1,41191877.52,-3606589.27,4109479.1791,28262920.25
449,300576.SZ,20190429,20190429,1,,,13178155.01,
450,300576.SZ,20190425,20190425,1,42139729.97,,1382137.3788,13931147.26
451,603208.SH,20190427,20190427,1,,,-553448474.9,
452,603208.SH,20190416,20190416,1,148740136.51,-1034862.71,-70510783.4509,204498503.81
453,300581.SZ,20190425,20190425,1,,,,
454,300581.SZ,20190425,20190425,1,64589439.07,53580.51,77099868.91,9275820.26
455,002855.SZ,20190429,20190429,1,,,,
456,002855.SZ,20190429,20190429,1,,,-126662440.2,
457,002855.SZ,20190427,20190427,1,25535615.71,14020196.65,-145438634.852,202293530.22
458,603665.SH,20190430,20190430,1,,,-147175062.5903,
459,603665.SH,20190329,20190329,1,85235391.61,-7697829.24,74047484.8769,57942852.94
460,300684.SZ,20190429,20190429,1,,,,
461,300684.SZ,20190429,20190429,1,,,13079114.3,
462,300684.SZ,20190426,20190426,1,141162581.42,3727609.61,135652413.1662,185242489.65
463,603089.SH,20190426,20190426,1,,,-68479002.86,
464,603089.SH,20190416,20190416,1,106944706.7,-9833978.11,101350275.88,93170185.71
465,002846.SZ,20190429,20190429,1,,,,
466,002846.SZ,20190429,20190429,1,,,-62940572.62,
467,002846.SZ,20190429,20190429,1,44242367.72,2768215.48,,88409123.62
468,002846.SZ,20190429,20190429,1,44242367.72,2768215.48,27495013.6207,88409123.62
469,300592.SZ,20190429,20190429,1,,,,
470,300592.SZ,20190417,20190417,1,15691818.41,6684273.91,-36941449.75,35001505.1
471,300592.SZ,20190417,20190417,1,15691818.41,6684273.91,-53702319.1416,35001505.1
472,300575.SZ,20190429,20190429,1,,,,
473,300575.SZ,20190429,20190429,1,,,-174402946.43,
474,300575.SZ,20190322,20190322,1,209158538.75,5672123.39,-186168214.3974,280165159.26
475,002847.SZ,20190429,20190429,1,,,,
476,002847.SZ,20190429,20190429,1,,,-77054151.51,
477,002847.SZ,20190309,20190309,1,71220345.61,9089669.85,-76672445.2706,155420554.66
478,603238.SH,20190430,20190430,1,,,,
479,603238.SH,20190430,20190430,1,,,-18056714.4065,
480,603238.SH,20190418,20190418,1,71778743.28,-3071690.9,43384454.0583,112905437.77
481,603817.SH,20190425,20190425,1,,,-247086591.12,
482,603817.SH,20190425,20190425,1,118364536.57,36355565.67,-282439783.602,141410447.22
483,603337.SH,20190423,20190423,1,,,-295530780.63,
484,603337.SH,20190320,20190320,1,455331589.0,2298151.19,-21272416.477,-20825293.14
485,300678.SZ,20190426,20190426,1,,,,
486,300678.SZ,20190426,20190426,1,,,-3337267.68,
487,300678.SZ,20190330,20190330,1,46288745.96,-4066750.0,-50163057.8747,-12732925.39
488,300568.SZ,20190419,20190419,1,,,-398808979.93,
489,300568.SZ,20190315,20190315,1,202658888.27,20756959.14,-1231234918.3689,239673897.93
490,603330.SH,20190426,20190426,1,,,-53577917.54,
491,603330.SH,20190417,20190417,1,38208169.11,6503354.91,-59601334.03,42086771.23
492,603330.SH,20190417,20190417,1,38208169.11,6503354.91,-47534991.5693,42086771.23
493,002853.SZ,20190426,20190426,1,,,-235621107.98,
494,002853.SZ,20190404,20190404,1,139650943.51,12160633.74,212671073.081,10347984.03
495,603615.SH,20190427,20190427,1,,,-31650224.31,
496,603615.SH,20190330,20190330,1,68381937.92,-3530969.17,-143404773.2662,97782808.99
497,603378.SH,20190427,20190427,1,,,,
498,603378.SH,20190420,20190420,1,58732137.52,7762229.25,-88961514.6071,79971240.03
499,603656.SH,20190427,20190427,1,,,-184388201.12,
500,603656.SH,20190330,20190330,1,80391366.25,-2131955.32,216220901.1704,48576143.13
501,603580.SH,20190427,20190427,1,,,-45519875.52,
502,603580.SH,20190330,20190330,1,36767278.61,646363.62,-17931641.0769,31170247.85
503,002849.SZ,20190426,20190426,1,,,-188358785.32,
504,002849.SZ,20190426,20190426,1,78051317.02,749196.01,34802611.2408,33960924.99
505,300617.SZ,20190425,20190425,1,,,-11372328.57,
506,300617.SZ,20190228,20190228,1,75829404.65,2450859.38,-17619960.8452,58318179.79
507,603955.SH,20190426,20190426,1,,,-13607501.4,
508,603955.SH,20190328,20190328,1,90326282.81,16178503.26,-129459038.2476,-277330249.54
509,603578.SH,20190426,20190426,1,,,22127938.37,
510,603578.SH,20190326,20190326,1,60052365.99,119957.07,1589389.6649,-9783021.79
511,603630.SH,20190430,20190430,1,,,,
512,603630.SH,20190430,20190430,1,,,97928649.1053,
513,603630.SH,20190427,20190427,1,128237143.58,109.37,182698876.0225,24181388.48
514,603393.SH,20190426,20190426,1,,,-360302282.84,
515,603393.SH,20190322,20190322,1,420238014.98,131612778.69,463597701.9618,684258507.29
516,600996.SH,20190426,20190426,1,,,,
517,600996.SH,20190426,20190426,1,312831261.1,60652113.46,-907778947.0899,699457770.2
518,300659.SZ,20190429,20190429,1,,,,
519,300659.SZ,20190330,20190330,1,42435171.41,,99096005.408,10221008.26
520,002852.SZ,20190426,20190426,1,,,201130403.76,
521,002852.SZ,20190411,20190411,1,221505151.57,-461687.26,-88357734.1862,205692320.97
522,603960.SH,20190425,20190425,1,,,-60981473.06,
523,603960.SH,20190312,20190312,1,78011497.18,2439260.57,-20396579.3109,10567840.33
524,603896.SH,20190426,20190426,1,,,-16109066.92,
525,603896.SH,20190329,20190329,1,107652897.45,969114.29,45862371.8967,171513111.54
526,603138.SH,20190426,20190426,1,,,-176866522.77,
527,603138.SH,20190426,20190426,1,53732683.22,8669.63,74931817.3881,77147090.36
528,300653.SZ,20190426,20190426,1,,,-80811899.57,
529,300653.SZ,20190330,20190330,1,85815067.48,,65667447.5396,77466025.25
530,600289.SH,20190430,20190430,1,,,-63961334.05,
531,600289.SH,20190427,20190427,1,-1474900886.7,50508.33,107694226.48,-18647443.3
532,600290.SH,20190430,20190430,1,,,-375500240.41,
533,600290.SH,20190423,20190423,1,-81084856.56,22366665.83,,745127333.23
534,600290.SH,20190423,20190423,1,-81084856.56,22366665.83,1104483762.79,745127333.23
535,600291.SH,20190430,20190430,3,,,,
536,600291.SH,20190430,20190430,3,441205933.44,31149118.55,,-120026746138.89
537,600292.SH,20190426,20190426,1,,,-364540117.11,
538,600292.SH,20190329,20190329,1,135449473.54,68400028.6,663840789.9937,251373907.79
539,600293.SH,20190424,20190424,1,,,316895385.66,
540,600293.SH,20190424,20190424,1,239391529.48,121038310.69,485887948.4881,476555254.33
541,600295.SH,20190430,20190430,1,,,-733309805.9958,
542,600295.SH,20190328,20190328,1,1550804582.79,1501866903.45,8280712200.9596,7091757686.38
543,600297.SH,20190430,20190430,1,,,-13003168245.5022,
544,600297.SH,20190424,20190424,1,3973923153.89,2570289033.75,-1395356033.7588,2159710100.56
545,600298.SH,20190425,20190425,1,,,-391658550.93,
546,600298.SH,20190323,20190323,1,899707742.73,89528460.2,86487621.3222,1143861665.71
547,600299.SH,20190425,20190425,1,,,-895972319.0,
548,600299.SH,20190321,20190321,1,1215687119.0,-48882692.0,93926059.5712,1441696047.0
549,600300.SH,20190427,20190427,1,,,,
550,600300.SH,20190427,20190427,1,,,-238320033.08,
551,600300.SH,20190427,20190427,1,39724630.76,146985635.35,,142058114.96
552,600300.SH,20190427,20190427,1,39724630.76,146985635.35,-270707171.8747,142058114.96
553,600301.SH,20190426,20190426,1,,,,
554,600301.SH,20190321,20190321,1,44876618.84,14250600.0,-568843575.84,-117671685.58
555,600302.SH,20190425,20190425,1,,,,
556,600302.SH,20190425,20190425,1,30285426.09,-39346.29,-35669122.1238,-84640594.22
557,600303.SH,20190427,20190427,1,,,,
558,600303.SH,20190411,20190411,1,-131794071.24,60128154.7,,-21011380.94
559,600303.SH,20190411,20190411,1,-131794071.24,60128154.7,202975536.38,-21011380.94
560,600305.SH,20190427,20190427,1,,,-32012216.42,
561,600305.SH,20190416,20190416,1,303843292.39,10059541.94,39980713.885,375608121.93
562,600306.SH,20190426,20190426,1,,,,
563,600306.SH,20190426,20190426,1,-127634009.9,81172883.6,58800733.7,48560257.9
564,600307.SH,20190426,20190426,1,,,192570720.0,
565,600307.SH,20190426,20190426,1,1098912934.49,977287616.21,3500126086.7969,3574204684.29
566,600308.SH,20190430,20190430,1,,,,
567,600308.SH,20190430,20190430,1,,,-447911493.9927,
568,600308.SH,20190330,20190330,1,720433039.73,181444157.78,818416680.8215,1397513039.26
569,600309.SH,20190427,20190427,1,,,-2132151118.59,
570,600309.SH,20190423,20190423,1,12829641983.38,962192395.78,5057143804.5077,19257494429.46
571,600310.SH,20190427,20190427,1,,,,
572,600310.SH,20190427,20190427,1,,,298012594.0,
573,600310.SH,20190320,20190320,1,101377487.89,361193995.06,-122258689.6302,65788047.67
574,600311.SH,20190426,20190426,1,,,,
575,600311.SH,20190326,20190326,1,-108699739.24,,457384944.49,-31248125.85
576,600312.SH,20190430,20190430,1,,,-475683550.5828,
577,600312.SH,20190425,20190425,1,258296248.85,145419041.66,1062529159.487,768342638.31
578,600313.SH,20190426,20190426,1,,,,
579,600313.SH,20190426,20190426,1,55069803.2,21310528.61,146112899.5441,31842961.21
580,600315.SH,20190427,20190427,1,,,275668711.81,
581,600315.SH,20190313,20190313,1,540379997.4,62379381.31,-100172046.03,894674627.73
582,600316.SH,20190426,20190426,1,,,,
583,600316.SH,20190321,20190321,1,149268555.19,63838709.61,-520363926.7026,52271484.01
584,600317.SH,20190424,20190424,1,,,-264696719.61,
585,600317.SH,20190327,20190327,1,1035664280.31,186006114.16,1689406941.0898,1691890861.64
586,600318.SH,20190416,20190416,1,,,-27657272.4,
587,600318.SH,20190413,20190413,1,153448379.35,112463017.27,-799344765.7882,813343170.85
588,600319.SH,20190430,20190430,1,,,88245464.77,
589,600319.SH,20190430,20190430,1,3107476.76,54915615.6,-16075269.45,151397984.11
590,600320.SH,20190430,20190430,1,,,-4638104399.3357,
591,600320.SH,20190330,20190330,1,393842439.0,1489952919.0,-1018485432.2931,553943979.0
592,600321.SH,20190430,20190430,1,,,-304843327.96,
593,600321.SH,20190323,20190323,1,38195721.24,36135491.68,201683314.32,136395121.08
594,600322.SH,20190427,20190427,1,,,-698427371.96,
595,600322.SH,20190427,20190427,1,144036260.13,78385500.71,3923455797.5367,4001679101.91
596,600323.SH,20190426,20190426,1,,,-1356600301.79,
597,600323.SH,20190322,20190322,1,878754710.78,221219046.56,-198288885.7298,1651855441.93
598,600326.SH,20190429,20190429,1,,,,
599,600326.SH,20190429,20190429,1,,,-775362407.81,
600,600326.SH,20190328,20190328,1,858070345.42,82489954.23,428112086.8575,685839667.2
601,600328.SH,20190425,20190425,1,,,-104596259.9,
602,600328.SH,20190315,20190315,1,447694565.9,150307657.29,685310866.13,848170646.22
603,600329.SH,20190430,20190430,1,,,61434749.2571,
604,600329.SH,20190330,20190330,1,567787812.08,13899006.75,31293382.1037,350144366.53
605,600330.SH,20190423,20190423,1,,,-281952386.16,
606,600330.SH,20190410,20190410,1,290461342.8,35452733.16,-25139245.791,92324748.88
607,600331.SH,20190427,20190427,1,,,,
608,600331.SH,20190427,20190427,1,-2672407454.48,40142994.42,,29298376.53
609,600331.SH,20190427,20190427,1,-2672407454.48,40142994.42,2130464440.11,29298376.53
610,600332.SH,20190429,20190429,1,,,-4337751412.96,
611,600332.SH,20190318,20190318,1,3533716235.9,238413961.66,-2303161792.0005,5216888485.87
612,600333.SH,20190424,20190424,1,,,-130060457.84,
613,600333.SH,20190424,20190424,1,-71646618.08,79904838.28,,8816534.93
614,600333.SH,20190424,20190424,1,-71646618.08,79904838.28,-106911115.49,8816534.93
615,600335.SH,20190430,20190430,1,,,-555517088.8904,
616,600335.SH,20190430,20190430,1,550385153.65,448867786.57,-1112521953.9853,1741935064.39
617,600336.SH,20190427,20190427,1,,,226618274.02,
618,600336.SH,20190427,20190427,1,74990503.5,24422399.82,120842447.5084,218340909.38
619,600337.SH,20190430,20190430,1,,,-533778010.6698,
620,600337.SH,20190328,20190328,1,445323022.52,73380625.38,-734259483.7279,-124560726.5
621,600338.SH,20190429,20190429,1,,,-196691125.28,
622,600338.SH,20190429,20190429,1,900664996.42,-23753086.99,-912399713.2859,658470170.57
623,600339.SH,20190423,20190423,1,,,-4999342778.69,
624,600339.SH,20190423,20190423,1,957478519.48,-208763748.74,8526286090.4842,8614045937.34
625,600345.SH,20190430,20190430,1,,,-10595158.3798,
626,600345.SH,20190416,20190416,1,230934077.77,2297124.58,-5775683.4,-38625694.16
627,600346.SH,20190430,20190430,1,,,-10236146241.9973,
628,600346.SH,20190410,20190410,1,3402466578.01,1259953850.61,-24025331267.311,4131448726.83
629,600350.SH,20190427,20190427,1,,,,
630,600350.SH,20190427,20190427,1,,,-1015464653.47,
631,600350.SH,20190329,20190329,1,3626411820.11,1000776654.94,1983647236.4776,3890560274.02
632,600380.SH,20190427,20190427,1,,,,
633,600380.SH,20190427,20190427,1,,,-338305255.2,
634,600380.SH,20190416,20190416,1,1459599572.98,94859556.41,270701200.6066,1825535799.06
635,600381.SH,20190423,20190423,1,,,221585827.86,
636,600381.SH,20190419,20190419,1,68653902.96,11111.83,188029540.21,-183969887.91
637,600382.SH,20190427,20190427,1,,,,
638,600382.SH,20190427,20190427,1,,,-1993770275.34,
639,600382.SH,20190328,20190328,1,436384928.37,26674445.84,-62611381.1358,187302116.48
640,600383.SH,20190430,20190430,1,,,-9109178505.9768,
641,600383.SH,20190430,20190430,1,12104660214.67,659979867.12,4972244406.4722,-1828443219.46
642,600385.SH,20190425,20190425,1,,,,
643,600385.SH,20190425,20190425,1,-10357375.7,-873548.6,,-6111060.21
644,600385.SH,20190425,20190425,1,-10357375.7,-873548.6,-1721465.42,-6111060.21
645,600386.SH,20190426,20190426,1,,,-628181386.75,
646,600386.SH,20190320,20190320,1,130757137.17,98009886.44,656109246.9123,302979768.33
647,600388.SH,20190426,20190426,1,,,,
648,600388.SH,20190426,20190426,1,,,-433550021.41,
649,600388.SH,20190404,20190404,1,805402878.65,80879778.92,561563911.5204,413960729.84
650,600389.SH,20190423,20190423,1,,,-374248937.58,
651,600389.SH,20190423,20190423,1,392099378.11,10484179.17,337709239.9795,310120480.83
652,600390.SH,20190427,20190427,1,,,-18826814479.46,
653,600390.SH,20190427,20190427,1,2675981912.13,349812421.04,7652506616.96,1072204029.88
654,600391.SH,20190427,20190427,1,,,,
655,600391.SH,20190326,20190326,1,-290594742.65,74438718.36,-73396850.26,74782486.0
656,600393.SH,20190430,20190430,1,,,290379679.346,
657,600393.SH,20190430,20190430,1,243768714.02,293196880.82,402311866.5912,930947506.47
658,600395.SH,20190420,20190420,1,,,-451338817.95,
659,600395.SH,20190420,20190420,1,944347336.54,61739004.04,377092739.7279,887977583.7
660,600396.SH,20190426,20190426,1,,,-501578812.32,
661,600396.SH,20190426,20190426,1,-888968279.2,672689440.49,-47663888.09,994446325.4
662,600398.SH,20190430,20190430,1,,,660617085.9705,
663,600398.SH,20190330,20190330,1,3455926894.99,90477812.36,1797286399.0981,2419427878.75
664,600399.SH,20190430,20190430,1,,,-104546475.969,
665,600399.SH,20190329,20190329,1,2607308283.68,313466618.07,-4259859900.8763,-124172658.42
666,600400.SH,20190430,20190430,1,,,-127945305.7362,
667,600400.SH,20190330,20190330,1,207991342.28,16732626.85,49552165.5631,-35959439.21
668,600415.SH,20190426,20190426,1,,,-855953326.88,
669,600415.SH,20190426,20190426,1,1041770067.35,311415480.38,-759127654.6851,1307247226.51
670,600418.SH,20190430,20190430,1,,,-469694395.82,
671,600418.SH,20190430,20190430,1,-1420619888.8,36735561.09,-1824767971.64,-3453792693.06
672,600419.SH,20190419,20190419,1,,,-161530631.38,
673,600419.SH,20190328,20190328,1,118032053.92,1439550.77,127114512.6221,218539974.52
674,600422.SH,20190416,20190416,1,,,-1377090644.72,
675,600422.SH,20190323,20190323,1,341685680.32,41498627.62,806851027.1369,352074123.53
676,600428.SH,20190430,20190430,1,,,-673604695.3467,
677,600428.SH,20190329,20190329,1,86739974.27,344247398.01,-569590335.5781,895235843.12
678,600448.SH,20190430,20190430,1,,,-89055128.27,
679,600448.SH,20190423,20190423,1,20971446.56,63642585.83,-152915075.9401,-21667476.13
680,600456.SH,20190424,20190424,1,,,-1170010677.38,
681,600456.SH,20190328,20190328,1,164539975.79,114831583.56,1352692434.8396,375831417.95
682,600466.SH,20190429,20190429,1,,,-8868725433.06,
683,600466.SH,20190318,20190318,1,2496049175.46,565020997.03,-10005087959.4334,461984072.62
684,600468.SH,20190427,20190427,1,,,-49229028.3,
685,600468.SH,20190427,20190427,1,54433576.63,10586241.68,-45960029.7908,94205595.31
686,600486.SH,20190423,20190423,1,,,-586252408.3,
687,600486.SH,20190402,20190402,1,939334718.59,444820.76,-164262914.1689,1320215450.07
688,600488.SH,20190427,20190427,1,,,51696942.7,
689,600488.SH,20190328,20190328,1,196963363.87,29871443.93,-392155335.6674,189265815.23
